"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"3369","0","0","0","0","0","0","10","3","25","69","22","3","1.5333333333333334","0"
"3370","0","0","0","0","0","0","11","4","199","97","21","6","1.830188679245283","0"
"3371","0","0","0","0","0","0","4","0","28","22","4","2","1.6923076923076923","0"
"3372","24","10","3","41","5","3","2","0","29","9","3","1","1.5","1"
"3373","18","5","2","24","7","0","3","0","113","2","0","0","0.5","0"
"3374","12","3","0","16","6","1","0","0","94","6","0","1","6","1"
"3375","0","0","0","0","0","0","1","2","282","10","2","0","2","0"
"3376","24","8","0","41","10","4","3","0","175","0","0","0","0","2"
"3377","0","0","0","0","0","0","11","1","16","36","13","1","1.125","0"
"3378","0","0","0","0","0","0","4","3","128","18","4","0","1.5","0"
"3379","0","0","0","0","0","0","1","0","150","2","2","0","0.6666666666666666","0"
"3380","0","0","0","0","0","0","11","1","101","43","17","3","1.2647058823529411","0"
"3381","24","5","2","34","12","1","1","0","53","0","0","0","0","0"
"3382","12","2","3","22","4","0","1","2","206","14","4","0","1.75","0"
"3383","24","7","1","30","10","1","9","2","4","21","7","0","1","0"
"3384","18","3","1","39","6","3","0","0","301","3","3","0","1","1"
"3385","0","0","0","0","0","0","1","0","324","4","1","0","1.3333333333333333","0"
"3386","0","0","0","0","0","0","10","1","199","11","7","0","0.6111111111111112","0"
"3387","0","0","0","0","0","0","5","2","29","39","18","1","1.3448275862068966","0"
"3388","19","9","0","16","8","1","8","4","94","23","7","0","1.2105263157894737","1"
"3389","25","13","1","20","10","1","4","0","113","5","5","0","0.5555555555555556","0"
"3390","0","0","0","0","0","0","6","0","34","11","11","0","0.6470588235294118","0"
"3391","0","0","0","0","0","0","2","0","28","4","4","0","0.6666666666666666","0"
"3392","6","1","2","16","2","1","2","0","51","3","3","0","0.6","0"
"3393","24","10","0","20","12","1","2","0","217","3","3","0","0.6","0"
"3394","6","1","1","8","4","0","4","0","200","6","6","0","0.6","0"
"3395","24","9","5","35","9","1","2","0","261","3","3","0","0.6","2"
"3396","0","0","0","0","0","0","4","2","3","10","2","0","1.25","0"
"3397","18","5","1","24","8","1","3","1","7","4","0","0","1","1"
"3398","0","0","0","0","0","0","5","2","57","16","8","0","1.0666666666666667","0"
"3399","0","0","0","0","0","0","1","0","108","0","0","0","0","0"
"3400","6","0","1","9","5","0","2","1","44","5","1","0","1.25","0"
"3401","0","0","0","0","0","0","3","0","114","19","3","2","1.9","0"
"3402","0","0","0","0","0","0","6","1","20","26","6","2","1.5294117647058822","0"
"3403","7","3","1","7","3","0","2","0","49","7","7","0","0.7777777777777778","1"
"3404","12","4","2","15","5","0","1","0","22","9","3","1","1.8","0"
"3405","6","3","0","8","2","1","0","0","151","1","1","0","1","0"
"3406","0","0","0","0","0","0","12","5","272","33","9","0","1.1785714285714286","0"
"3407","0","0","0","0","0","0","1","1","59","20","10","1","1.5384615384615385","0"
"3408","6","3","2","9","1","0","2","2","27","42","10","3","2.1","0"
"3409","7","1","0","12","4","1","2","0","326","5","5","0","0.7142857142857143","0"
"3410","0","0","0","0","0","0","5","0","116","0","0","0","0","0"
"3411","18","9","3","18","6","0","7","3","288","17","5","0","1.1333333333333333","1"
"3412","0","0","0","0","0","0","3","0","1","3","3","0","0.5","0"
"3413","0","0","0","0","0","0","9","3","64","38","20","0","1.0857142857142856","0"
"3414","0","0","0","0","0","0","7","1","314","12","2","0","0.9230769230769231","0"
"3415","0","0","0","0","0","0","8","4","328","39","17","0","1.21875","0"
"3416","25","12","1","22","10","1","1","0","329","4","2","0","1","1"
"3417","12","5","0","13","5","1","2","0","313","2","2","0","0.5","0"
"3418","18","8","1","14","8","0","3","1","78","14","4","1","1.5555555555555556","2"
"3419","0","0","0","0","0","0","1","0","227","1","1","0","0.5","0"
"3420","6","0","2","12","4","0","19","1","284","35","21","1","0.7954545454545454","0"
"3421","0","0","0","0","0","0","5","0","79","1","1","0","0.16666666666666666","0"
"3422","0","0","0","0","0","0","17","4","109","34","12","1","1","0"
"3423","26","3","1","31","17","0","4","0","240","8","6","0","0.7272727272727273","2"
"3424","18","7","2","17","9","0","6","2","69","16","6","0","1.0666666666666667","1"
"3425","25","12","2","20","10","0","1","1","164","5","1","0","1.6666666666666667","2"
"3426","24","10","3","26","8","0","1","0","58","1","1","0","0.5","3"
"3427","0","0","0","0","0","0","7","3","12","31","9","0","1.2916666666666667","0"
"3428","0","0","0","0","0","0","20","17","105","113","32","1","1.5694444444444444","0"
"3429","0","0","0","0","0","0","3","0","279","0","0","0","0","0"
"3430","6","1","1","9","3","0","4","1","123","21","9","1","1.3125","0"
"3431","0","0","0","0","0","0","1","2","222","15","5","0","1.6666666666666667","0"
"3432","24","12","1","27","7","2","0","1","331","11","1","1","3.6666666666666665","4"
"3433","0","0","0","0","0","0","6","2","74","29","8","1","1.5263157894736843","0"
"3434","6","1","2","16","2","1","8","2","180","13","5","0","0.8666666666666667","0"
"3435","0","0","0","0","0","0","2","1","119","7","3","0","1.1666666666666667","0"
"3436","0","0","0","0","0","0","7","5","253","35","11","0","1.4","0"
"3437","0","0","0","0","0","0","1","1","9","13","7","0","1.3","0"
"3438","26","7","1","29","14","0","3","2","238","18","6","0","1.3846153846153846","0"
"3439","24","8","7","37","9","0","2","0","31","11","5","1","1.375","1"
"3440","25","6","4","43","11","2","1","0","321","11","5","0","1.2222222222222223","2"
"3441","26","6","7","43","11","0","2","0","2","10","2","1","1.6666666666666667","0"
"3442","20","7","3","23","9","0","0","0","176","1","1","0","1","1"
"3443","12","5","1","11","5","0","10","4","213","31","3","2","1.631578947368421","1"
"3444","0","0","0","0","0","0","6","1","221","12","4","0","0.9230769230769231","0"
"3445","0","0","0","0","0","0","3","1","16","9","3","0","1.125","0"
"3446","0","0","0","0","0","0","8","6","128","66","22","2","1.5714285714285714","0"
"3447","0","0","0","0","0","0","2","0","101","1","1","0","0.3333333333333333","0"
"3448","0","0","0","0","0","0","7","1","282","16","6","1","1.0666666666666667","0"
"3449","25","7","2","29","11","0","1","0","53","4","4","0","0.8","1"
"3450","24","10","2","26","10","1","4","1","66","18","8","0","1.125","0"
"3451","12","6","1","10","4","0","1","0","333","0","0","0","0","0"
"3452","0","0","0","0","0","0","9","3","272","25","11","0","1.0416666666666667","0"
"3453","0","0","0","0","0","0","1","0","59","0","0","0","0","0"
"3454","0","0","0","0","0","0","12","4","198","34","8","1","1.2592592592592593","0"
"3455","0","0","0","0","0","0","11","1","75","19","7","0","0.8260869565217391","0"
"3456","12","5","1","10","6","0","2","0","326","3","1","0","0.75","2"
"3457","0","0","0","0","0","0","6","2","214","16","6","0","1.0666666666666667","0"
"3458","24","5","6","49","9","2","2","2","27","26","10","1","1.625","0"
"3459","25","10","2","32","10","2","1","1","332","12","6","0","1.3333333333333333","3"
"3460","0","0","0","0","0","0","4","0","199","2","0","0","0.4","0"
"3461","12","2","0","10","10","0","5","3","29","17","5","0","1.3076923076923077","1"
"3462","6","0","0","16","4","2","10","1","324","39","9","4","1.56","0"
"3463","0","0","0","0","0","0","5","3","34","27","13","0","1.2272727272727273","0"
"3464","24","17","1","16","4","1","6","3","51","50","14","3","1.7241379310344827","5"
"3465","0","0","0","0","0","0","5","0","28","8","2","0","0.8","0"
"3466","6","2","2","10","2","0","2","0","94","45","9","5","2.3684210526315788","0"
"3467","13","3","3","20","6","0","1","0","113","5","1","0","1.25","0"
"3468","6","0","0","11","5","1","8","3","335","15","3","0","1.0714285714285714","0"
"3469","0","0","0","0","0","0","7","3","60","24","10","0","1.1428571428571428","0"
"3470","0","0","0","0","0","0","5","3","21","21","9","0","1.2352941176470589","0"
"3471","0","0","0","0","0","0","4","0","112","10","4","1","1.1111111111111112","0"
"3472","0","0","0","0","0","0","5","2","10","23","7","1","1.4375","0"
"3473","24","9","3","26","10","0","1","0","278","2","2","0","0.6666666666666666","2"
"3474","25","7","3","55","7","5","4","0","35","4","4","0","0.5","0"
"3475","18","9","1","28","4","3","3","0","334","15","3","2","1.875","1"
"3476","0","0","0","0","0","0","14","2","12","26","6","2","1.0833333333333333","0"
"3477","0","0","0","0","0","0","4","0","105","0","0","0","0","0"
"3478","0","0","0","0","0","0","3","2","142","24","12","0","1.263157894736842","0"
"3479","0","0","0","0","0","0","10","4","279","41","13","1","1.3225806451612903","0"
"3480","0","0","0","0","0","0","8","3","123","44","12","2","1.5172413793103448","0"
"3481","0","0","0","0","0","0","2","2","222","23","4","1","2.090909090909091","0"
"3482","26","7","3","29","15","0","1","0","331","6","2","0","1.2","3"
"3483","25","9","6","35","9","0","4","0","7","6","4","0","0.6666666666666666","1"
"3484","0","0","0","0","0","0","2","0","3","2","2","0","0.5","0"
"3485","0","0","0","0","0","0","1","0","57","0","0","0","0","0"
"3486","0","0","0","0","0","0","8","0","114","12","4","1","0.8571428571428571","0"
"3487","0","0","0","0","0","0","14","7","108","61","25","0","1.22","0"
"3488","13","3","1","28","6","3","4","0","44","18","10","1","1.125","0"
"3489","24","6","2","27","13","0","4","1","49","8","2","0","1","2"
"3490","0","0","0","0","0","0","5","0","20","8","2","1","1","0"
"3491","25","14","2","29","5","2","3","2","22","26","4","2","2.1666666666666665","2"
"3492","19","2","3","29","11","0","2","0","165","10","5","0","1.1111111111111112","1"
"3493","0","0","0","0","0","0","8","3","1","21","5","0","1.1666666666666667","0"
"3494","24","12","2","23","9","1","13","4","329","50","18","2","1.2820512820512822","2"
"3495","0","0","0","0","0","0","11","2","64","42","16","2","1.2352941176470589","0"
"3496","0","0","0","0","0","0","4","0","314","3","1","0","0.5","0"
"3497","0","0","0","0","0","0","2","0","328","26","6","3","2.1666666666666665","0"
"3498","0","0","0","0","0","0","0","0","116","14","1","1","3.5","0"
"3499","24","10","2","34","6","2","2","0","250","0","0","0","0","2"
"3500","0","0","0","0","0","0","7","1","74","7","3","0","0.6363636363636364","0"
"3501","0","0","0","0","0","0","4","0","180","1","1","0","0.2","0"
"3502","0","0","0","0","0","0","9","3","253","27","9","0","1.125","0"
"3503","0","0","0","0","0","0","9","3","67","28","16","0","1","0"
"3504","0","0","0","0","0","0","6","0","9","20","8","1","1.1111111111111112","0"
"3505","12","3","0","14","8","1","3","2","31","16","2","1","2","0"
"3506","24","8","3","31","11","1","1","0","321","4","4","0","0.8","1"
"3507","16","3","1","42","6","5","4","3","238","35","7","2","1.9444444444444444","0"
"3508","0","0","0","0","0","0","4","0","21","1","1","0","0.2","0"
"3509","0","0","0","0","0","0","10","2","60","41","7","4","1.7083333333333333","0"
"3510","0","0","0","0","0","0","5","0","112","1","1","0","0.16666666666666666","0"
"3511","24","4","4","50","10","3","11","1","278","42","22","2","1.105263157894737","1"
"3512","0","0","0","0","0","0","8","1","36","15","9","0","0.7894736842105263","0"
"3513","12","1","1","19","9","1","5","1","10","31","15","2","1.3478260869565217","0"
"3514","0","0","0","0","0","0","1","1","130","4","0","0","2","0"
"3515","24","9","0","31","11","3","2","0","148","0","0","0","0","1"
"3516","24","14","1","13","9","0","1","0","111","2","0","0","1","3"
"3517","24","14","1","18","8","1","1","0","334","1","1","0","0.5","0"
"3518","0","0","0","0","0","0","9","1","227","20","12","0","0.8333333333333334","0"
"3519","0","0","0","0","0","0","14","4","79","74","26","5","1.48","0"
"3520","12","8","1","7","3","0","14","3","7","25","4","1","1.0869565217391304","2"
"3521","0","0","0","0","0","0","9","9","57","64","18","1","1.641025641025641","0"
"3522","0","0","0","0","0","0","7","2","233","47","13","3","1.6206896551724137","0"
"3523","0","0","0","0","0","0","2","0","44","1","1","0","0.3333333333333333","0"
"3524","0","0","0","0","0","0","3","0","108","2","2","0","0.4","0"
"3525","21","2","1","24","16","0","2","0","290","3","1","0","0.75","1"
"3526","21","3","1","22","16","0","1","0","296","6","4","0","1","2"
"3527","0","0","0","0","0","0","4","0","20","5","3","0","0.625","0"
"3528","24","17","1","21","3","2","1","0","22","8","2","1","2","0"
"3529","24","6","2","30","14","1","0","1","49","4","0","0","4","0"
"3530","6","1","1","13","3","1","11","1","16","6","2","0","0.42857142857142855","0"
"3531","0","0","0","0","0","0","5","1","101","19","13","0","0.95","0"
"3532","0","0","0","0","0","0","4","1","128","10","4","0","1","0"
"3533","0","0","0","0","0","0","1","0","282","5","5","0","0.8333333333333334","0"
"3534","18","6","1","22","8","1","5","3","53","22","4","1","1.6923076923076923","1"
"3535","24","12","2","21","8","0","7","0","66","30","18","1","1.0344827586206897","2"
"3536","0","0","0","0","0","0","6","3","324","16","4","0","1.2307692307692308","0"
"3537","0","0","0","0","0","0","9","0","29","19","5","2","1.1176470588235294","0"
"3538","0","0","0","0","0","0","10","1","34","17","5","1","0.9444444444444444","0"
"3539","12","2","1","19","7","1","8","1","51","13","7","0","0.7647058823529411","0"
"3540","6","3","0","5","2","0","15","1","94","22","12","0","0.7096774193548387","0"
"3541","0","0","0","0","0","0","8","0","28","11","9","0","0.6111111111111112","0"
"3542","12","6","4","24","0","1","0","0","113","3","3","0","1","0"
"3543","20","5","0","22","12","1","1","1","217","8","2","0","1.6","2"
"3544","18","6","3","23","8","0","1","0","200","1","1","0","0.5","0"
"3545","0","0","0","0","0","0","7","4","59","33","7","1","1.5714285714285714","0"
"3546","0","0","0","0","0","0","7","3","198","14","2","0","1.1666666666666667","0"
"3547","12","3","0","16","6","1","4","3","166","43","16","2","1.6538461538461537","1"
"3548","0","0","0","0","0","0","9","4","325","30","8","1","1.3636363636363635","0"
"3549","0","0","0","0","0","0","4","0","193","11","5","1","1.1","0"
"3550","0","0","0","0","0","0","5","2","79","21","3","1","1.6153846153846154","0"
"3551","0","0","0","0","0","0","6","1","227","48","18","3","1.5","0"
"3552","26","8","3","44","10","3","5","6","240","67","17","4","2.0303030303030303","4"
"3553","0","0","0","0","0","0","1","0","109","0","0","0","0","0"
"3554","13","4","2","22","5","1","1","0","284","2","2","0","0.6666666666666666","0"
"3555","24","5","4","43","11","2","2","1","69","18","0","2","3","0"
"3556","0","0","0","0","0","0","3","0","12","3","1","0","0.6","0"
"3557","0","0","0","0","0","0","14","4","105","40","10","2","1.2903225806451613","0"
"3558","0","0","0","0","0","0","1","0","142","0","0","0","0","0"
"3559","0","0","0","0","0","0","11","5","222","78","17","5","1.813953488372093","0"
"3560","6","0","2","23","1","2","2","0","210","2","0","0","0.6666666666666666","0"
"3561","0","0","0","0","0","0","6","2","279","21","7","1","1.3125","0"
"3562","24","7","3","44","8","3","2","0","331","14","2","2","2.3333333333333335","1"
"3563","24","8","4","44","8","3","1","1","319","4","0","0","2","1"
"3564","24","9","3","31","9","1","3","0","338","2","2","0","0.4","2"
"3565","18","0","1","26","16","1","3","0","56","5","1","0","0.8333333333333334","0"
"3566","0","0","0","0","0","0","12","5","282","47","7","3","1.6785714285714286","0"
"3567","0","0","0","0","0","0","5","2","175","77","24","6","1.925","0"
"3568","12","1","3","36","4","3","15","5","16","61","23","2","1.2708333333333333","0"
"3569","0","0","0","0","0","0","1","1","128","5","1","0","1.6666666666666667","0"
"3570","0","0","0","0","0","0","2","1","101","8","2","0","1.3333333333333333","0"
"3571","0","0","0","0","0","0","1","0","221","0","0","0","0","0"
"3572","24","9","1","30","10","2","0","0","53","1","1","0","1","0"
"3573","12","0","2","35","5","3","2","0","339","0","0","0","0","0"
"3574","27","6","3","53","10","3","0","0","66","6","0","1","6","1"
"3575","0","0","0","0","0","0","14","5","324","71","19","4","1.5434782608695652","0"
"3576","0","0","0","0","0","0","7","1","199","12","6","0","0.8","0"
"3577","7","1","0","21","3","3","5","3","29","23","5","1","1.6428571428571428","0"
"3578","0","0","0","0","0","0","3","1","28","44","12","2","1.6923076923076923","0"
"3579","25","9","3","30","12","1","3","1","94","26","7","1","1.7333333333333334","0"
"3580","12","5","1","12","4","0","7","1","165","8","4","0","0.6666666666666666","0"
"3581","0","0","0","0","0","0","3","3","1","16","2","0","1.7777777777777777","0"
"3582","22","11","5","27","5","0","9","0","329","4","4","0","0.3076923076923077","0"
"3583","0","0","0","0","0","0","5","0","64","18","10","1","1.0588235294117647","0"
"3584","18","9","3","20","4","0","4","2","209","11","3","0","1.2222222222222223","1"
"3585","0","0","0","0","0","0","12","4","187","36","10","1","1.2413793103448276","0"
"3586","0","0","0","0","0","0","5","1","328","13","5","0","1","0"
"3587","0","0","0","0","0","0","3","0","116","0","0","0","0","0"
"3588","18","6","0","17","11","1","3","0","250","2","0","0","0.5","1"
"3589","18","7","3","22","6","0","1","0","71","4","4","0","0.8","0"
"3590","18","10","2","18","5","0","2","0","13","3","3","0","0.6","1"
"3591","0","0","0","0","0","0","15","5","12","28","6","0","1.037037037037037","0"
"3592","0","0","0","0","0","0","6","3","105","19","7","0","1.1875","0"
"3593","6","3","0","3","3","0","5","0","279","1","1","0","0.16666666666666666","1"
"3594","0","0","0","0","0","0","7","1","142","24","12","1","1.0909090909090908","0"
"3595","0","0","0","0","0","0","13","3","222","38","17","0","1.0555555555555556","0"
"3596","0","0","0","0","0","0","3","0","123","14","6","1","1.2727272727272727","0"
"3597","25","15","3","22","5","0","3","1","210","7","3","0","1","1"
"3598","18","5","4","26","8","0","17","3","7","31","17","0","0.8157894736842105","0"
"3599","0","0","0","0","0","0","6","2","57","12","4","0","1","0"
"3600","0","0","0","0","0","0","10","4","233","37","15","0","1.15625","0"
"3601","0","0","0","0","0","0","7","1","108","24","6","1","1.3333333333333333","0"
"3602","24","11","1","17","11","0","2","1","296","18","4","1","1.8","3"
"3603","19","10","2","19","6","0","3","1","44","8","4","0","1","1"
"3604","0","0","0","0","0","0","1","0","290","7","1","1","2.3333333333333335","0"
"3605","0","0","0","0","0","0","6","0","36","1","1","0","0.14285714285714285","0"
"3606","0","0","0","0","0","0","8","5","60","46","15","1","1.4838709677419355","0"
"3607","0","0","0","0","0","0","4","5","21","46","14","1","1.7037037037037037","0"
"3608","26","8","4","35","13","1","5","1","278","20","16","0","0.9090909090909091","2"
"3609","18","5","1","33","7","3","2","0","163","4","2","0","0.8","0"
"3610","0","0","0","0","0","0","7","3","112","25","5","1","1.4705882352941178","0"
"3611","0","0","0","0","0","0","4","1","228","5","1","0","0.8333333333333334","0"
"3612","24","12","2","19","9","0","2","0","111","2","0","0","0.6666666666666666","2"
"3613","13","5","1","26","4","3","1","0","148","7","5","0","1","0"
"3614","14","6","1","18","5","1","0","0","334","1","1","0","1","0"
"3615","0","0","0","0","0","0","3","0","198","1","1","0","0.25","0"
"3616","0","0","0","0","0","0","2","1","59","7","1","0","1.4","0"
"3617","13","5","2","16","5","0","25","6","166","105","25","9","1.5909090909090908","0"
"3618","0","0","0","0","0","0","4","1","73","13","4","0","1.1818181818181819","0"
"3619","0","0","0","0","0","0","3","3","214","23","7","0","1.5333333333333334","0"
"3620","0","0","0","0","0","0","15","5","324","45","11","2","1.3235294117647058","0"
"3621","0","0","0","0","0","0","5","0","199","8","4","0","0.7272727272727273","0"
"3622","24","7","0","22","16","1","4","2","29","22","12","0","1.1578947368421053","0"
"3623","0","0","0","0","0","0","7","1","28","27","17","0","0.9642857142857143","0"
"3624","0","0","0","0","0","0","5","4","51","45","15","2","1.6666666666666667","0"
"3625","13","3","2","22","6","1","0","0","113","3","3","0","1","0"
"3626","19","6","2","31","7","2","0","1","94","5","1","0","2.5","0"
"3627","0","0","0","0","0","0","3","0","64","11","3","1","1.375","0"
"3628","0","0","0","0","0","0","15","7","165","73","27","1","1.3035714285714286","0"
"3629","0","0","0","0","0","0","4","1","1","17","11","0","1","0"
"3630","25","6","1","29","15","1","7","0","329","10","6","0","0.6666666666666666","0"
"3631","0","0","0","0","0","0","5","4","328","45","11","3","1.9565217391304348","0"
"3632","0","0","0","0","0","0","4","0","74","5","5","0","0.5555555555555556","0"
"3633","0","0","0","0","0","0","11","3","253","40","16","1","1.1764705882352942","0"
"3634","0","0","0","0","0","0","4","0","119","3","3","0","0.42857142857142855","0"
"3635","0","0","0","0","0","0","10","1","9","35","13","1","1.1290322580645162","0"
"3636","0","0","0","0","0","0","6","0","232","6","4","0","0.5454545454545454","0"
"3637","0","0","0","0","0","0","4","0","238","12","6","1","1.0909090909090908","0"
"3638","24","7","3","34","10","1","1","0","146","0","0","0","0","1"
"3639","24","11","0","18","12","1","1","0","31","13","5","1","1.625","3"
"3640","26","10","2","23","13","0","1","0","2","0","0","0","0","0"
"3641","24","5","3","29","15","0","2","3","176","14","0","0","2.3333333333333335","1"
"3642","24","7","3","28","12","0","1","0","292","6","0","1","3","2"
"3643","0","0","0","0","0","0","15","2","12","25","13","0","0.78125","0"
"3644","0","0","0","0","0","0","18","12","105","103","25","5","1.7166666666666666","0"
"3645","0","0","0","0","0","0","5","6","222","66","10","5","2.4444444444444446","0"
"3646","0","0","0","0","0","0","1","0","123","1","1","0","0.5","0"
"3647","0","0","0","0","0","0","12","3","282","34","2","3","1.619047619047619","0"
"3648","7","0","1","21","3","2","6","0","175","8","2","1","0.8888888888888888","0"
"3649","0","0","0","0","0","0","4","2","16","22","10","0","1.2222222222222223","0"
"3650","0","0","0","0","0","0","3","0","128","9","5","0","0.9","0"
"3651","0","0","0","0","0","0","5","0","101","17","9","1","1.0625","0"
"3652","0","0","0","0","0","0","5","1","47","14","10","0","0.875","0"
"3653","24","6","1","21","17","0","1","0","53","1","1","0","0.5","1"
"3654","24","5","4","51","11","4","3","1","66","11","3","0","1.2222222222222223","0"
"3655","24","17","2","19","3","1","3","0","4","0","0","0","0","1"
"3656","18","5","10","48","2","1","3","3","294","14","2","0","1.75","0"
"3657","24","6","2","35","13","2","5","0","37","6","1","0","0.75","0"
"3658","0","0","0","0","0","0","2","0","325","2","2","0","0.5","0"
"3659","0","0","0","0","0","0","9","0","285","1","1","0","0.1","0"
"3660","0","0","0","0","0","0","13","5","79","29","9","0","1.0740740740740742","0"
"3661","0","0","0","0","0","0","7","0","227","5","5","0","0.4166666666666667","0"
"3662","8","2","0","6","6","0","2","0","240","2","2","0","0.5","0"
"3663","0","0","0","0","0","0","1","0","109","3","3","0","0.75","0"
"3664","0","0","0","0","0","0","7","5","69","36","10","1","1.565217391304348","0"
"3665","18","5","3","24","9","0","8","0","342","8","6","0","0.5333333333333333","0"
"3666","27","12","3","25","11","0","4","0","84","0","0","0","0","2"
"3667","24","11","0","19","7","0","8","0","86","5","3","0","0.4166666666666667","1"
"3668","18","10","2","19","5","1","4","0","58","1","1","0","0.2","0"
"3669","0","0","0","0","0","0","10","5","36","52","17","1","1.4444444444444444","0"
"3670","0","0","0","0","0","0","16","8","60","53","17","0","1.2325581395348837","0"
"3671","26","7","4","43","12","2","3","2","278","30","11","1","1.5789473684210527","1"
"3672","0","0","0","0","0","0","6","3","163","61","8","5","2.259259259259259","0"
"3673","0","0","0","0","0","0","9","7","12","45","9","1","1.6666666666666667","0"
"3674","0","0","0","0","0","0","7","5","105","45","19","1","1.40625","0"
"3675","0","0","0","0","0","0","6","1","279","22","12","1","1.1","0"
"3676","0","0","0","0","0","0","4","1","222","13","5","0","1.0833333333333333","0"
"3677","6","1","1","13","3","1","1","6","123","49","11","2","2.3333333333333335","1"
"3678","24","6","3","30","13","0","2","0","210","14","5","1","1.5555555555555556","0"
"3679","0","0","0","0","0","0","0","2","299","9","1","0","3","0"
"3680","0","0","0","0","0","0","13","9","64","74","22","2","1.5416666666666667","0"
"3681","0","0","0","0","0","0","6","4","165","34","10","1","1.5454545454545454","0"
"3682","0","0","0","0","0","0","2","0","1","6","6","0","0.75","0"
"3683","12","7","0","5","5","0","2","1","329","34","12","2","1.7","1"
"3684","0","0","0","0","0","0","3","0","328","17","9","1","1.2142857142857142","0"
"3685","24","6","2","36","12","2","3","0","209","11","1","1","1.5714285714285714","1"
"3686","0","0","0","0","0","0","1","1","187","6","2","0","1.5","0"
"3687","12","2","3","25","5","1","4","0","147","4","4","0","0.5","0"
"3688","0","0","0","0","0","0","17","4","175","84","20","8","1.7142857142857142","0"
"3689","0","0","0","0","0","0","5","0","282","12","4","1","1.0909090909090908","0"
"3690","0","0","0","0","0","0","7","1","16","16","10","0","0.8421052631578947","0"
"3691","0","0","0","0","0","0","3","1","101","37","13","2","1.608695652173913","0"
"3692","0","0","0","0","0","0","2","2","128","33","7","3","2.357142857142857","0"
"3693","0","0","0","0","0","0","7","3","74","40","16","1","1.3333333333333333","0"
"3694","0","0","0","0","0","0","3","1","180","10","4","0","1.1111111111111112","0"
"3695","0","0","0","0","0","0","10","4","119","33","15","0","1.1","0"
"3696","0","0","0","0","0","0","5","0","253","6","4","0","0.6","0"
"3697","0","0","0","0","0","0","5","0","9","10","8","0","0.7142857142857143","0"
"3698","0","0","0","0","0","0","2","0","232","7","7","0","0.7777777777777778","0"
"3699","24","9","2","24","10","0","5","1","146","9","3","0","0.9","0"
"3700","24","11","1","19","10","0","2","0","31","9","7","0","0.9","2"
"3701","0","0","0","0","0","0","10","3","3","17","5","0","0.9444444444444444","0"
"3702","0","0","0","0","0","0","11","7","57","67","17","1","1.5227272727272727","0"
"3703","0","0","0","0","0","0","8","0","233","13","5","1","0.8666666666666667","0"
"3704","18","3","2","23","11","0","7","2","7","30","11","1","1.3043478260869565","0"
"3705","0","0","0","0","0","0","10","4","335","19","3","0","1.1176470588235294","0"
"3706","13","4","4","31","3","2","17","9","60","85","17","5","1.7346938775510203","1"
"3707","0","0","0","0","0","0","4","1","36","4","0","0","0.8","0"
"3708","0","0","0","0","0","0","9","7","10","66","20","2","1.6097560975609757","0"
"3709","0","0","0","0","0","0","2","2","163","13","5","0","1.4444444444444444","0"
"3710","0","0","0","0","0","0","17","2","198","70","17","5","1.4893617021276595","0"
"3711","0","0","0","0","0","0","15","11","201","119","14","7","2.1636363636363636","0"
"3712","0","0","0","0","0","0","18","4","324","59","17","2","1.2291666666666667","0"
"3713","0","0","0","0","0","0","17","8","34","57","21","0","1.1875","0"
"3714","0","0","0","0","0","0","2","0","29","0","0","0","0","0"
"3715","0","0","0","0","0","0","0","3","28","28","6","1","2.3333333333333335","0"
"3716","25","6","0","30","13","1","3","0","94","13","2","1","1.625","2"
"3717","25","6","0","22","16","0","1","0","51","7","1","1","2.3333333333333335","0"
"3718","0","0","0","0","0","0","2","2","64","9","1","0","1.8","0"
"3719","0","0","0","0","0","0","7","2","165","9","1","0","0.9","0"
"3720","0","0","0","0","0","0","14","4","1","26","6","0","1","0"
"3721","0","0","0","0","0","0","3","0","116","13","0","1","2.1666666666666665","0"
"3722","24","8","4","39","9","2","9","2","329","29","9","1","1.2083333333333333","3"
"3723","0","0","0","0","0","0","3","0","328","25","14","0","1.1363636363636365","0"
"3724","6","1","2","12","2","0","2","1","209","32","15","0","1.391304347826087","0"
"3725","19","6","5","37","3","1","1","0","313","4","4","0","0.8","0"
"3726","0","0","0","0","0","0","5","1","345","14","2","0","1.1666666666666667","0"
"3727","0","0","0","0","0","0","10","1","180","6","0","0","0.5","0"
"3728","0","0","0","0","0","0","5","3","119","26","8","1","1.5294117647058822","0"
"3729","0","0","0","0","0","0","9","4","9","44","18","0","1.2222222222222223","0"
"3730","0","0","0","0","0","0","2","0","346","12","12","0","0.8571428571428571","0"
"3731","0","0","0","0","0","0","1","0","253","21","8","0","1.4","0"
"3732","22","6","4","30","10","0","1","3","347","33","7","2","2.357142857142857","0"
"3733","24","9","0","21","13","1","0","1","31","7","1","0","2.3333333333333335","1"
"3734","0","0","0","0","0","0","2","0","282","1","1","0","0.3333333333333333","0"
"3735","0","0","0","0","0","0","19","8","175","93","24","4","1.5245901639344261","0"
"3736","0","0","0","0","0","0","3","1","16","4","0","0","1","0"
"3737","0","0","0","0","0","0","3","0","101","4","4","0","0.5714285714285714","0"
"3738","0","0","0","0","0","0","11","6","128","54","19","0","1.3170731707317074","0"
