"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"2461","18","9","3","20","4","0","0","0","289","1","1","0","1","0"
"2462","0","0","0","0","0","0","20","8","7","57","13","1","1.2666666666666666","0"
"2463","0","0","0","0","0","0","9","3","233","21","9","0","1","0"
"2464","0","0","0","0","0","0","3","4","57","30","10","0","1.5789473684210527","0"
"2465","0","0","0","0","0","0","7","2","108","32","10","2","1.4545454545454546","0"
"2466","18","7","2","23","7","1","6","4","44","23","5","0","1.4375","0"
"2467","0","0","0","0","0","0","3","1","60","8","4","0","1","0"
"2468","0","0","0","0","0","0","7","0","277","3","1","0","0.3333333333333333","0"
"2469","0","0","0","0","0","0","13","6","112","51","21","1","1.2439024390243902","0"
"2470","0","0","0","0","0","0","5","2","36","17","7","0","1.1333333333333333","0"
"2471","12","5","0","23","3","3","2","0","163","6","6","0","0.75","1"
"2472","13","3","3","20","6","0","3","1","278","25","6","2","1.9230769230769231","0"
"2473","6","1","1","9","3","0","3","1","130","15","5","1","1.5","0"
"2474","25","11","6","33","7","0","4","1","111","14","6","0","1.0769230769230769","1"
"2475","24","11","2","20","10","0","0","1","148","14","4","1","2.3333333333333335","2"
"2476","18","5","5","28","8","0","0","0","15","1","1","0","1","0"
"2477","0","0","0","0","0","0","17","6","201","54","17","1","1.2272727272727273","0"
"2478","0","0","0","0","0","0","1","1","59","4","0","0","2","0"
"2479","0","0","0","0","0","0","10","1","272","14","4","1","0.875","0"
"2480","0","0","0","0","0","0","7","0","283","3","3","0","0.3","0"
"2481","0","0","0","0","0","0","2","0","198","0","0","0","0","0"
"2482","0","0","0","0","0","0","16","4","75","63","11","4","1.5365853658536586","0"
"2483","19","8","2","32","6","3","2","2","27","11","1","0","1.8333333333333333","1"
"2484","24","5","5","41","11","1","1","0","191","2","2","0","0.6666666666666666","1"
"2485","0","0","0","0","0","0","6","1","271","6","0","0","0.75","0"
"2486","0","0","0","0","0","0","14","8","12","48","8","1","1.5","0"
"2487","24","9","1","36","9","3","7","4","210","40","18","0","1.25","0"
"2488","0","0","0","0","0","0","8","0","279","22","4","3","1.4666666666666666","0"
"2489","0","0","0","0","0","0","7","1","105","18","8","1","1.0588235294117647","0"
"2490","0","0","0","0","0","0","2","1","73","18","4","1","1.8","0"
"2491","0","0","0","0","0","0","1","0","282","0","0","0","0","0"
"2492","12","1","1","15","9","0","11","2","16","14","6","0","0.7368421052631579","0"
"2493","6","1","2","12","2","0","12","4","147","66","34","2","1.2222222222222223","0"
"2494","0","0","0","0","0","0","11","4","128","43","21","1","1.162162162162162","0"
"2495","21","4","4","30","12","0","2","0","280","0","0","0","0","0"
"2496","0","0","0","0","0","0","3","3","101","17","5","0","1.5454545454545454","0"
"2497","0","0","0","0","0","0","9","2","285","24","4","2","1.411764705882353","0"
"2498","0","0","0","0","0","0","15","7","144","55","21","0","1.1956521739130435","0"
"2499","0","0","0","0","0","0","16","9","227","64","22","0","1.28","0"
"2500","0","0","0","0","0","0","1","0","136","0","0","0","0","0"
"2501","6","2","1","12","2","1","1","0","29","0","0","0","0","0"
"2502","0","0","0","0","0","0","18","8","34","70","24","0","1.2280701754385965","0"
"2503","0","0","0","0","0","0","15","6","199","74","12","4","1.7209302325581395","0"
"2504","0","0","0","0","0","0","3","4","28","44","6","2","2.2","0"
"2505","0","0","0","0","0","0","15","19","180","121","23","2","1.890625","0"
"2506","0","0","0","0","0","0","3","2","74","19","9","0","1.2666666666666666","0"
"2507","0","0","0","0","0","0","3","0","119","12","10","0","0.8571428571428571","0"
"2508","0","0","0","0","0","0","2","2","287","20","6","1","1.8181818181818181","0"
"2509","12","1","2","24","6","1","1","0","67","0","0","0","0","0"
"2510","0","0","0","0","0","0","2","2","109","21","5","1","1.9090909090909092","0"
"2511","0","0","0","0","0","0","1","0","3","0","0","0","0","0"
"2512","0","0","0","0","0","0","10","4","21","21","5","0","1.105263157894737","0"
"2513","0","0","0","0","0","0","3","0","76","0","0","0","0","0"
"2514","0","0","0","0","0","0","2","0","87","2","0","0","0.6666666666666666","0"
"2515","13","6","2","14","4","0","15","2","123","41","14","2","1.1388888888888888","2"
"2516","25","8","1","28","12","1","13","3","51","49","11","3","1.4411764705882353","2"
"2517","0","0","0","0","0","0","5","3","281","31","6","0","1.631578947368421","0"
"2518","21","9","1","16","10","0","0","0","66","1","1","0","1","1"
"2519","22","8","2","21","11","0","4","0","24","2","2","0","0.3333333333333333","0"
"2520","18","7","3","30","2","1","0","0","84","1","1","0","1","0"
"2521","0","0","0","0","0","0","12","3","97","27","9","0","1","0"
"2522","12","5","0","8","6","0","4","3","165","18","2","0","1.6363636363636365","2"
"2523","0","0","0","0","0","0","2","3","64","33","7","2","2.2","0"
"2524","6","1","0","12","2","1","6","0","40","9","5","0","0.6923076923076923","0"
"2525","0","0","0","0","0","0","3","2","249","37","11","2","1.7619047619047619","0"
"2526","25","10","3","36","7","1","4","0","288","2","2","0","0.3333333333333333","4"
"2527","0","0","0","0","0","0","19","5","89","42","12","1","1.0769230769230769","0"
"2528","0","0","0","0","0","0","3","2","60","13","5","0","1.3","0"
"2529","0","0","0","0","0","0","4","3","36","37","15","1","1.48","0"
"2530","0","0","0","0","0","0","6","5","112","61","19","3","1.7428571428571429","0"
"2531","0","0","0","0","0","0","6","2","163","22","4","1","1.4666666666666666","0"
"2532","26","8","1","24","14","0","1","0","278","0","0","0","0","1"
"2533","0","0","0","0","0","0","5","2","282","17","4","0","1.3076923076923077","0"
"2534","12","2","0","22","6","2","5","1","147","7","1","0","0.875","0"
"2535","25","9","5","32","10","0","3","0","4","0","0","0","0","3"
"2536","0","0","0","0","0","0","16","5","16","74","18","3","1.4509803921568627","0"
"2537","0","0","0","0","0","0","7","0","128","0","0","0","0","0"
"2538","0","0","0","0","0","0","4","0","101","7","5","0","0.7","0"
"2539","0","0","0","0","0","0","3","4","221","25","7","0","1.6666666666666667","0"
"2540","27","14","4","30","8","1","1","0","293","0","0","0","0","1"
"2541","18","3","1","34","10","3","2","0","295","4","4","0","0.6666666666666666","1"
"2542","24","7","3","29","11","0","2","0","53","4","4","0","0.6666666666666666","0"
"2543","0","0","0","0","0","0","11","2","271","13","5","0","0.7222222222222222","0"
"2544","0","0","0","0","0","0","14","4","12","37","15","0","1.0277777777777777","0"
"2545","13","5","1","18","4","1","6","2","279","28","12","1","1.2727272727272727","0"
"2546","12","2","2","18","6","0","2","0","46","22","8","2","1.6923076923076923","0"
"2547","0","0","0","0","0","0","5","2","73","45","14","2","1.6666666666666667","0"
"2548","12","2","1","13","9","0","1","0","210","14","8","0","1.1666666666666667","0"
"2549","26","8","3","31","11","0","22","7","7","81","29","2","1.2272727272727273","0"
"2550","0","0","0","0","0","0","9","10","57","76","21","1","1.7272727272727273","0"
"2551","0","0","0","0","0","0","10","1","285","16","10","0","0.7272727272727273","0"
"2552","0","0","0","0","0","0","18","13","144","113","31","3","1.591549295774648","0"
"2553","0","0","0","0","0","0","10","3","227","53","15","4","1.606060606060606","0"
"2554","0","0","0","0","0","0","22","10","3","86","26","2","1.34375","0"
"2555","0","0","0","0","0","0","10","9","87","61","13","0","1.605263157894737","0"
"2556","25","7","3","29","13","0","3","2","51","26","4","2","2.1666666666666665","0"
"2557","0","0","0","0","0","0","3","2","123","11","1","0","1.5714285714285714","0"
"2558","0","0","0","0","0","0","12","11","25","86","29","1","1.5357142857142858","0"
"2559","0","0","0","0","0","0","10","3","199","31","5","2","1.4761904761904763","0"
"2560","7","0","0","10","4","0","2","3","29","30","10","1","1.7647058823529411","0"
"2561","0","0","0","0","0","0","4","1","28","22","8","1","1.375","0"
"2562","25","11","3","34","8","2","3","1","113","9","3","0","1.125","2"
"2563","0","0","0","0","0","0","1","1","34","5","1","0","1.6666666666666667","0"
"2564","0","0","0","0","0","0","9","1","282","7","3","0","0.5384615384615384","0"
"2565","0","0","0","0","0","0","2","2","280","15","1","1","2.5","0"
"2566","18","3","2","23","11","0","10","4","16","35","13","1","1.25","0"
"2567","0","0","0","0","0","0","10","5","128","69","20","2","1.5333333333333334","0"
"2568","0","0","0","0","0","0","2","0","101","15","9","0","1.0714285714285714","0"
"2569","0","0","0","0","0","0","2","0","221","4","2","0","0.8","0"
"2570","25","5","7","49","10","1","4","1","293","15","5","1","1.3636363636363635","2"
"2571","24","10","2","26","10","1","0","0","53","2","2","0","1","0"
"2572","0","0","0","0","0","0","1","1","89","7","3","0","1.4","0"
"2573","0","0","0","0","0","0","11","5","60","47","17","1","1.3055555555555556","0"
"2574","0","0","0","0","0","0","10","5","36","35","11","0","1.25","0"
"2575","14","2","0","23","9","2","1","1","163","19","13","0","1.1875","0"
"2576","0","0","0","0","0","0","5","2","112","14","4","0","1.1666666666666667","0"
"2577","16","5","4","29","5","1","3","2","278","31","4","1","2.2142857142857144","0"
"2578","13","2","5","36","4","2","1","0","35","0","0","0","0","0"
"2579","0","0","0","0","0","0","0","1","130","11","5","0","1.5714285714285714","0"
"2580","24","12","2","29","7","2","1","0","148","0","0","0","0","2"
"2581","20","7","3","24","8","0","1","0","111","1","1","0","0.5","0"
"2582","0","0","0","0","0","0","15","5","74","68","22","3","1.3877551020408163","0"
"2583","25","9","2","29","11","1","20","8","180","80","14","5","1.6326530612244898","4"
"2584","0","0","0","0","0","0","2","0","109","3","3","0","0.6","0"
"2585","6","0","1","10","4","0","3","2","67","15","3","0","1.5","0"
"2586","20","6","4","34","6","1","8","4","165","63","6","5","2.3333333333333335","1"
"2587","0","0","0","0","0","0","9","2","97","12","2","0","0.8571428571428571","0"
"2588","0","0","0","0","0","0","9","1","187","22","6","1","1.1","0"
"2589","24","12","2","29","7","2","7","4","40","68","14","5","2","4"
"2590","0","0","0","0","0","0","6","0","64","4","4","0","0.4","0"
"2591","0","0","0","0","0","0","4","0","249","7","7","0","0.6363636363636364","0"
"2592","14","4","4","27","4","0","3","1","288","11","5","0","1.1","0"
"2593","0","0","0","0","0","0","12","6","201","47","5","2","1.6785714285714286","0"
"2594","0","0","0","0","0","0","6","6","59","43","10","0","1.72","0"
"2595","19","7","1","29","5","2","6","1","27","14","8","0","0.875","0"
"2596","0","0","0","0","0","0","3","0","198","12","6","1","1.2","0"
"2597","0","0","0","0","0","0","2","0","297","3","1","0","0.75","0"
"2598","6","3","0","14","0","2","8","1","75","31","7","3","1.55","0"
"2599","0","0","0","0","0","0","2","1","272","27","7","2","1.9285714285714286","0"
"2600","25","12","2","22","8","0","8","2","46","11","3","0","0.8461538461538461","0"
"2601","0","0","0","0","0","0","6","2","271","16","6","0","1.0666666666666667","0"
"2602","0","0","0","0","0","0","1","0","247","3","3","0","0.75","0"
"2603","0","0","0","0","0","0","8","1","183","11","5","0","0.7333333333333333","0"
"2604","0","0","0","0","0","0","4","1","279","23","13","1","1.2105263157894737","0"
"2605","0","0","0","0","0","0","3","0","73","8","6","0","0.8","0"
"2606","0","0","0","0","0","0","3","0","105","6","6","0","0.6666666666666666","0"
"2607","24","9","0","17","13","0","3","0","55","3","3","0","0.5","1"
"2608","6","3","1","7","1","0","2","0","204","0","0","0","0","0"
"2609","28","13","2","31","10","1","1","0","224","0","0","0","0","1"
"2610","6","1","1","8","4","0","2","0","56","0","0","0","0","0"
"2611","0","0","0","0","0","0","8","2","25","8","0","0","0.8","0"
"2612","0","0","0","0","0","0","8","6","199","29","5","0","1.5263157894736843","0"
"2613","0","0","0","0","0","0","13","5","29","51","19","1","1.2439024390243902","0"
"2614","0","0","0","0","0","0","4","1","34","19","9","0","1.1176470588235294","0"
"2615","0","0","0","0","0","0","6","1","28","15","5","1","1.1538461538461537","0"
"2616","12","8","1","17","1","2","0","0","113","9","3","1","2.25","0"
"2617","0","0","0","0","0","0","13","4","3","48","12","3","1.4545454545454546","0"
"2618","0","0","0","0","0","0","6","2","87","16","2","1","1.4545454545454546","0"
"2619","0","0","0","0","0","0","12","4","21","35","8","1","1.2962962962962963","0"
"2620","0","0","0","0","0","0","3","2","123","19","8","0","1.3571428571428572","0"
"2621","6","2","0","14","2","2","1","0","51","17","3","2","2.4285714285714284","0"
"2622","0","0","0","0","0","0","10","8","89","63","19","1","1.5365853658536586","0"
"2623","6","3","0","8","2","1","3","2","60","8","0","0","1.6","1"
"2624","0","0","0","0","0","0","14","8","36","52","14","1","1.4054054054054055","0"
"2625","0","0","0","0","0","0","5","2","10","32","16","1","1.28","0"
"2626","24","9","5","38","6","1","5","0","278","8","4","0","0.7272727272727273","2"
"2627","0","0","0","0","0","0","0","0","112","5","2","0","1.6666666666666667","0"
"2628","0","0","0","0","0","0","19","6","201","57","17","1","1.1875","0"
"2629","0","0","0","0","0","0","4","3","59","12","0","0","1.7142857142857142","0"
"2630","0","0","0","0","0","0","3","0","198","2","0","0","0.5","0"
"2631","0","0","0","0","0","0","1","0","272","0","0","0","0","0"
"2632","0","0","0","0","0","0","12","3","75","26","7","0","1.0833333333333333","0"
"2633","25","12","5","28","8","0","3","0","27","6","6","0","0.6666666666666666","1"
"2634","24","5","3","36","12","1","2","0","26","17","11","1","1.2142857142857142","1"
"2635","6","0","2","13","3","0","2","1","214","24","6","2","2","0"
"2636","12","1","1","16","8","0","10","2","165","14","2","0","0.875","0"
"2637","0","0","0","0","0","0","6","0","298","3","3","0","0.3333333333333333","0"
"2638","0","0","0","0","0","0","1","0","187","0","0","0","0","0"
"2639","0","0","0","0","0","0","13","7","64","52","14","1","1.4054054054054055","0"
"2640","6","2","0","5","3","0","2","0","40","0","0","0","0","0"
"2641","0","0","0","0","0","0","4","2","249","13","3","0","1.3","0"
"2642","25","6","1","29","15","1","5","1","78","12","6","0","0.9230769230769231","0"
"2643","24","8","4","30","10","0","3","1","288","9","3","0","1.125","0"
"2644","18","8","1","14","8","0","4","1","250","13","3","1","1.4444444444444444","1"
"2645","12","5","1","13","3","0","1","0","260","2","0","0","1","1"
"2646","24","14","2","17","7","0","2","0","286","0","0","0","0","1"
"2647","0","0","0","0","0","0","7","2","3","23","9","1","1.2105263157894737","0"
"2648","0","0","0","0","0","0","16","5","87","27","7","0","0.9642857142857143","0"
"2649","0","0","0","0","0","0","5","1","21","10","6","0","0.8333333333333334","0"
"2650","0","0","0","0","0","0","6","0","123","2","2","0","0.25","0"
"2651","25","10","1","25","11","1","7","1","51","31","7","3","1.631578947368421","2"
"2652","0","0","0","0","0","0","3","1","254","12","6","0","1.0909090909090908","0"
"2653","0","0","0","0","0","0","2","0","281","13","7","1","1.3","0"
"2654","24","10","1","21","9","0","3","1","66","11","5","0","1.1","3"
"2655","24","8","0","29","11","2","3","0","154","3","3","0","0.5","1"
"2656","0","0","0","0","0","0","4","3","233","20","6","0","1.4285714285714286","0"
"2657","0","0","0","0","0","0","4","0","7","6","4","0","0.6666666666666666","0"
"2658","0","0","0","0","0","0","3","0","57","3","1","0","0.6","0"
"2659","0","0","0","0","0","0","24","2","108","47","21","2","0.9038461538461539","0"
"2660","0","0","0","0","0","0","4","2","234","14","6","0","1.1666666666666667","0"
"2661","24","9","1","28","12","2","3","0","296","2","2","0","0.4","3"
"2662","0","0","0","0","0","0","1","1","49","12","6","0","1.3333333333333333","0"
"2663","25","9","4","34","10","1","2","0","22","1","1","0","0.3333333333333333","1"
"2664","24","9","3","24","12","0","2","1","151","12","4","0","1.3333333333333333","0"
"2665","0","0","0","0","0","0","5","4","74","30","6","1","1.7647058823529411","0"
"2666","12","2","1","19","7","1","13","4","180","54","7","3","1.6875","0"
"2667","0","0","0","0","0","0","8","6","119","73","21","3","1.697674418604651","0"
"2668","0","0","0","0","0","0","5","3","109","23","8","0","1.3529411764705883","0"
"2669","6","3","0","3","3","0","2","0","67","1","1","0","0.3333333333333333","0"
"2670","12","4","4","24","2","0","5","0","230","4","2","0","0.5","1"
"2671","0","0","0","0","0","0","2","1","287","6","2","0","1.2","0"
"2672","24","11","1","24","8","1","2","1","31","4","0","0","1.3333333333333333","1"
"2673","0","0","0","0","0","0","4","1","120","9","3","0","1","0"
"2674","0","0","0","0","0","0","5","2","12","8","0","0","1.1428571428571428","0"
"2675","24","10","3","24","10","0","4","4","46","25","7","0","1.5625","3"
